plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
T91SNV,NJ,PAS,4879488707,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.21,0.04,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkdOM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:38A,BX,,12/31/2023,03/21/2024
KPL4153,NY,PAS,4879488410,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkZGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:34A,BK,,12/31/2023,03/21/2024
KVT5409,NY,PAS,4879487259,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPZWtreFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:19A,BX,,12/31/2023,03/21/2024
JEE6695,NY,PAS,4879486413,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPYWxGNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:10A,BK,,12/31/2023,03/21/2024
LFW5481,NY,PAS,4879486401,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.01,0,15.2,60.81,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPYWxGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:10A,QN,,12/31/2023,03/21/2024
KFY5396,NY,PAS,4879486528,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.17,0.13,75.04,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPYWxWNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:11A,QN,,12/31/2023,03/21/2024
T108176C,NY,OMT,4879486176,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.43,0,0,75.43,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPYWtVelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:06A,BX,,12/31/2023,04/18/2024
F65MKS,NJ,PAS,4879485597,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPVkZVMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:00A,BK,,12/31/2023,03/21/2024
LEX7873,NY,PAS,4879485548,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPVkZVd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:00A,BX,,12/31/2023,03/21/2024
KGE5132,NY,PAS,4879484581,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.24,0.07,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkZVMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:45A,QN,,12/31/2023,03/21/2024
86250ND,NY,COM,4879484684,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.23,0.23,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkZrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,QN,,12/31/2023,03/21/2024
KVC6743,NY,PAS,4879484623,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkZsNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,BK,,12/31/2023,03/21/2024
T769729C,NY,OMT,4879484570,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.04,0,0,76.04,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkZVelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:45A,BK,,12/31/2023,03/21/2024
HLB2894,NY,PAS,4879483394,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWswMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:29A,BK,,12/31/2023,03/21/2024
KJH2302,NY,PAS,4879483370,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWswelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:29A,BK,,12/31/2023,03/21/2024
KXD7086,NY,PAS,4879483540,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.26,0.09,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWxVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:31A,BK,,12/31/2023,03/21/2024
KAW9858,NY,PAS,4879482316,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.24,0.07,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWsxNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:13A,BK,,12/31/2023,03/21/2024
LBV1055,NY,PAS,4879482912,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.26,0.09,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYW10NFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:21A,MN,,12/31/2023,03/21/2024
KYF6037,NY,PAS,4879482158,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.52,0.09,75.43,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWtVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:11A,QN,,12/31/2023,03/21/2024
BENDUM1,NY,SRF,4879479330,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.17,0.13,75.04,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkUxNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:31A,BK,,12/31/2023,03/21/2024
JKW5529,NY,PAS,4879479111,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.17,0.13,75.04,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkVWNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:26A,BX,,12/31/2023,03/21/2024
KYV4672,NY,PAS,4879479238,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkVsNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:29A,BK,,12/31/2023,03/21/2024
T666635C,NY,OMT,4879479214,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.82,0,0,75.82,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkVsNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:29A,BK,,12/31/2023,03/28/2024
738XU,ME,PAS,4879479240,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.75,0.06,75.69,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkVrd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:29A,QN,,12/31/2023,03/21/2024
ZWZ1896,PA,PAS,4879478593,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QUkZVMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:17A,QN,,12/31/2023,03/21/2024
T724641C,NY,OMT,4879476894,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.82,0,0,75.82,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PYW1jMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:42A,BK,,12/31/2023,03/28/2024
ZAINAJ,NY,SRF,4879476845,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.56,0.13,75.43,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PYW1jd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:41A,BX,,12/31/2023,03/21/2024
K30SCE,NJ,PAS,4879476110,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PYWtWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:25A,BK,,12/31/2023,03/21/2024
JRS8675,NY,PAS,4879475210,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PVkVsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:00A,QN,,12/31/2023,03/21/2024
M97NCU,NJ,PAS,4879474642,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PUkZrd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:43A,BK,,12/31/2023,03/21/2024
NZR9367,TX,PAS,4879474009,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5PUkVGM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:22A,BK,,12/31/2023,03/21/2024
KZV3459,NY,PAS,4879473303,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OZWsxM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:04A,BK,,12/31/2023,03/21/2024
LDU9073,NY,PAS,4879472827,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OYW1kNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:55A,BX,,12/31/2023,03/21/2024
X25SES,NJ,PAS,4879472724,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OYW1ONVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:53A,MN,,12/31/2023,03/21/2024
HXL2164,NY,PAS,4879473054,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.23,0.06,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OZWtFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:59A,QN,,12/31/2023,03/21/2024
KLP5736,NY,PAS,4879471379,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OVkUwelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:23A,QN,,12/31/2023,03/21/2024
LYP0209,PA,PAS,4879470806,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5OUkdkM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:13A,BK,,12/31/2023,03/21/2024
LCD8664,NY,PAS,4879469609,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQVkZsM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:50A,QN,,12/31/2023,03/21/2024
KKP6823,NY,PAS,4879469932,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.17,0.13,75.04,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQVkd0NlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:56A,BX,,12/31/2023,03/21/2024
LBP1983,NY,PAS,4879469051,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQVkVFeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:39A,BX,,12/31/2023,03/21/2024
T797367C,NY,OMT,4879469038,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.19,0.02,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQVkVGNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:39A,BX,,12/31/2023,03/21/2024
H36SMX,NJ,PAS,4879468496,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQUkZFMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:29A,MN,,12/31/2023,03/21/2024
MJV7422,PA,PAS,4879468472,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQUkZFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:29A,BK,,12/31/2023,03/21/2024
KLA1004,PA,PAS,4879468009,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQUkVGM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:20A,BX,,12/31/2023,03/21/2024
KVJ8020,NY,PAS,4879468435,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.24,0.07,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpQUkZGNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:29A,BX,,12/31/2023,03/21/2024
L72PWZ,NJ,PAS,4879467960,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.37,0.07,75.3,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPZW1zeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:20A,QN,,12/31/2023,03/21/2024
LPJW34,FL,PAS,4879467455,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPZWxFeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:10A,QN,,12/31/2023,03/21/2024
T732767C,NY,OMT,4879467431,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0.07,0,75.88,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPZWxGNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:10A,QN,,12/31/2023,03/21/2024
KLH4339,NY,PAS,4879466840,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYW1jd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:56A,BK,,12/31/2023,03/21/2024
JPF9318,NY,PAS,4879466906,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.21,0.04,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYW10M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:58A,QN,,12/31/2023,03/21/2024
V88JND,NJ,PAS,4879466815,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,0,75,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYW1kNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:55A,MN,HEARING HELD-GUILTY,12/31/2023,
LAZ2241,NY,PAS,4879466797,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYW1NMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:55A,BX,,12/31/2023,03/21/2024
LGL5690,NY,PAS,4879466268,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYWtreVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:41A,QN,,12/31/2023,03/21/2024
KYP5448,NY,PAS,4879466244,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.92,0,15.16,60.76,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPYWtrd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:41A,QN,,12/31/2023,03/21/2024
E36PVR,NJ,PAS,4879465537,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPVkZWNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:28A,BK,,12/31/2023,03/21/2024
MDH5777,PA,PAS,4879465525,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.69,0,0,75.69,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPVkZWNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:28A,BK,,12/31/2023,04/04/2024
LCD3726,NY,PAS,4879465495,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPVkZFMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:28A,BK,,12/31/2023,03/21/2024
LAH7668,NY,PAS,4879465380,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPVkUwMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:27A,QN,,12/31/2023,03/21/2024
KZM8519,NY,PAS,4879465379,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPVkUwelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:26A,BK,,12/31/2023,03/21/2024
LXF3173,PA,PAS,4879464909,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.24,0.07,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPUkd0M1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:17A,BK,,12/31/2023,03/21/2024
LFL4031,NY,PAS,4879464740,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.01,0,0,76.01,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPUkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:14A,QN,,12/31/2023,03/21/2024
65BNAW,FL,PAS,4879464697,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpPUkZrMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:14A,BK,,12/31/2023,03/21/2024
HVD4113,NY,PAS,4879463711,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.17,0.13,75.04,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOZW1ONFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:55A,ST,,12/31/2023,03/21/2024
BH89049,CT,PAS,4879463530,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOZWxWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:52A,BX,,12/31/2023,03/21/2024
S92PLS,NJ,PAS,4879462263,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOYWtreVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:27A,BX,,12/31/2023,03/21/2024
T104101C,NY,OMT,4879461775,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,0,75,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOVkdNelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:17A,BK,,12/31/2023,
HAIT1804,NY,SRF,4879461763,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOVkdNeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:17A,QN,,12/31/2023,03/21/2024
GGT7745,NY,PAS,4879461970,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.26,0.09,75.17,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOVkdzelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:23A,QN,,12/31/2023,03/21/2024
L45PSY,NJ,PAS,4879460382,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEpOUkUwMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:57A,BK,,12/31/2023,03/21/2024
LAU4853,NY,PAS,4879459707,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0.95,0,0,75.95,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVEZQVkdOM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:45A,QN,,12/31/2023,03/21/2024
